stamp,lat,lon,alt,x,y
1785737486.690,48.0043956,3.6624800,2.636,-143.000,-22.750
1785737488.357,48.0044540,3.6624800,2.481,-143.000,-16.250
1785737490.024,48.0035198,3.6625673,2.182,-136.500,-120.250
1785737491.691,48.0035782,3.6625673,2.100,-136.500,-113.750
1785737493.358,48.0036366,3.6625673,1.792,-136.500,-107.250
1785737495.025,48.0036950,3.6625673,1.636,-136.500,-100.750
1785737496.692,48.0037533,3.6625673,1.636,-136.500,-94.250
1785737498.359,48.0038117,3.6625673,1.636,-136.500,-87.750
1785737500.026,48.0038701,3.6625673,1.709,-136.500,-81.250
1785737501.693,48.0039285,3.6625673,1.904,-136.500,-74.750
1785737503.360,48.0039869,3.6625673,2.311,-136.500,-68.250
1785737505.027,48.0040453,3.6625673,2.549,-136.500,-61.750
1785737506.694,48.0041037,3.6625673,2.636,-136.500,-55.250
1785737508.361,48.0041621,3.6625673,2.636,-136.500,-48.750
1785737510.028,48.0042205,3.6625673,2.636,-136.500,-42.250
1785737511.695,48.0042789,3.6625673,2.636,-136.500,-35.750
1785737513.362,48.0043372,3.6625673,2.636,-136.500,-29.250
1785737515.029,48.0043956,3.6625673,2.636,-136.500,-22.750
1785737516.696,48.0044540,3.6625673,2.636,-136.500,-16.250
1785737518.363,48.0045124,3.6625673,2.576,-136.500,-9.750
1785737520.030,48.0035782,3.6626546,2.002,-130.000,-113.750
1785737521.697,48.0036366,3.6626546,1.758,-130.000,-107.250
1785737523.364,48.0036950,3.6626546,1.656,-130.000,-100.750
1785737525.031,48.0037533,3.6626546,1.636,-130.000,-94.250
1785737526.698,48.0038117,3.6626546,1.636,-130.000,-87.750
1785737528.365,48.0038701,3.6626546,1.636,-130.000,-81.250
1785737530.032,48.0039285,3.6626546,1.758,-130.000,-74.750
1785737531.699,48.0039869,3.6626546,2.062,-130.000,-68.250
1785737533.366,48.0040453,3.6626546,2.486,-130.000,-61.750
1785737535.033,48.0041037,3.6626546,2.636,-130.000,-55.250
1785737536.700,48.0041621,3.6626546,2.636,-130.000,-48.750
1785737538.367,48.0042205,3.6626546,2.636,-130.000,-42.250
1785737540.034,48.0042789,3.6626546,2.636,-130.000,-35.750
1785737541.701,48.0043372,3.6626546,2.636,-130.000,-29.250
1785737543.368,48.0043956,3.6626546,2.636,-130.000,-22.750
1785737545.035,48.0044540,3.6626546,2.636,-130.000,-16.250
1785737546.702,48.0045124,3.6626546,2.636,-130.000,-9.750
1785737548.369,48.0045708,3.6626546,2.619,-130.000,-3.250
1785737550.036,48.0035782,3.6627419,1.983,-123.500,-113.750
1785737551.703,48.0036366,3.6627419,1.871,-123.500,-107.250
1785737553.370,48.0036950,3.6627419,1.747,-123.500,-100.750
1785737555.037,48.0037533,3.6627419,1.675,-123.500,-94.250
1785737556.704,48.0038117,3.6627419,1.740,-123.500,-87.750
1785737558.371,48.0038701,3.6627419,1.762,-123.500,-81.250
1785737560.038,48.0039285,3.6627419,1.814,-123.500,-74.750
1785737561.705,48.0039869,3.6627419,2.061,-123.500,-68.250
1785737563.372,48.0040453,3.6627419,2.485,-123.500,-61.750
1785737565.039,48.0041037,3.6627419,2.636,-123.500,-55.250
1785737566.706,48.0041621,3.6627419,2.636,-123.500,-48.750
1785737568.373,48.0042205,3.6627419,2.636,-123.500,-42.250
1785737570.040,48.0042789,3.6627419,2.636,-123.500,-35.750
1785737571.707,48.0043372,3.6627419,2.636,-123.500,-29.250
1785737573.374,48.0043956,3.6627419,2.636,-123.500,-22.750
1785737575.041,48.0044540,3.6627419,2.636,-123.500,-16.250
1785737576.708,48.0045124,3.6627419,2.636,-123.500,-9.750
1785737578.375,48.0045708,3.6627419,2.636,-123.500,-3.250
1785737580.042,48.0046292,3.6627419,2.636,-123.500,3.250
1785737581.709,48.0035782,3.6628291,2.071,-117.000,-113.750
1785737583.376,48.0036366,3.6628291,1.984,-117.000,-107.250
1785737585.043,48.0036950,3.6628291,1.920,-117.000,-100.750
1785737586.710,48.0037533,3.6628291,1.839,-117.000,-94.250
1785737588.377,48.0038117,3.6628291,1.966,-117.000,-87.750
1785737590.044,48.0038701,3.6628291,2.149,-117.000,-81.250
1785737591.711,48.0039285,3.6628291,2.104,-117.000,-74.750
1785737593.378,48.0039869,3.6628291,2.332,-117.000,-68.250
1785737595.045,48.0040453,3.6628291,2.548,-117.000,-61.750
1785737596.712,48.0041037,3.6628291,2.636,-117.000,-55.250
1785737598.379,48.0041621,3.6628291,2.636,-117.000,-48.750
1785737600.046,48.0042205,3.6628291,2.636,-117.000,-42.250
1785737601.713,48.0042789,3.6628291,2.636,-117.000,-35.750
1785737603.380,48.0043372,3.6628291,2.636,-117.000,-29.250
1785737605.047,48.0043956,3.6628291,2.636,-117.000,-22.750
1785737606.714,48.0044540,3.6628291,2.636,-117.000,-16.250
1785737608.381,48.0045124,3.6628291,2.636,-117.000,-9.750
1785737610.048,48.0045708,3.6628291,2.636,-117.000,-3.250
1785737611.715,48.0046292,3.6628291,2.636,-117.000,3.250
1785737613.382,48.0046876,3.6628291,2.636,-117.000,9.750
1785737615.049,48.0036366,3.6629164,2.159,-110.500,-107.250
1785737616.716,48.0036950,3.6629164,2.210,-110.500,-100.750
1785737618.383,48.0037533,3.6629164,2.116,-110.500,-94.250
1785737620.050,48.0038117,3.6629164,2.361,-110.500,-87.750
1785737621.717,48.0038701,3.6629164,2.508,-110.500,-81.250
1785737623.384,48.0039285,3.6629164,2.488,-110.500,-74.750
1785737625.051,48.0039869,3.6629164,2.542,-110.500,-68.250
1785737626.718,48.0040453,3.6629164,2.636,-110.500,-61.750
1785737628.385,48.0041037,3.6629164,2.636,-110.500,-55.250
1785737630.052,48.0041621,3.6629164,2.636,-110.500,-48.750
1785737631.719,48.0042205,3.6629164,2.636,-110.500,-42.250
1785737633.386,48.0042789,3.6629164,2.636,-110.500,-35.750
1785737635.053,48.0043372,3.6629164,2.636,-110.500,-29.250
1785737636.720,48.0043956,3.6629164,2.636,-110.500,-22.750
1785737638.387,48.0044540,3.6629164,2.636,-110.500,-16.250
1785737640.054,48.0045124,3.6629164,2.636,-110.500,-9.750
1785737641.721,48.0045708,3.6629164,2.636,-110.500,-3.250
1785737643.388,48.0046292,3.6629164,2.636,-110.500,3.250
1785737645.055,48.0046876,3.6629164,2.636,-110.500,9.750
1785737646.722,48.0047460,3.6629164,2.636,-110.500,16.250
1785737648.389,48.0036366,3.6630037,2.259,-104.000,-107.250
1785737650.056,48.0036950,3.6630037,2.300,-104.000,-100.750
1785737651.723,48.0037533,3.6630037,2.348,-104.000,-94.250
1785737653.390,48.0038117,3.6630037,2.521,-104.000,-87.750
1785737655.057,48.0038701,3.6630037,2.636,-104.000,-81.250
1785737656.724,48.0039285,3.6630037,2.613,-104.000,-74.750
1785737658.391,48.0039869,3.6630037,2.636,-104.000,-68.250
1785737660.058,48.0040453,3.6630037,2.636,-104.000,-61.750
1785737661.725,48.0041037,3.6630037,2.636,-104.000,-55.250
1785737663.392,48.0041621,3.6630037,2.636,-104.000,-48.750
1785737665.059,48.0042205,3.6630037,2.636,-104.000,-42.250
1785737666.726,48.0042789,3.6630037,2.636,-104.000,-35.750
1785737668.393,48.0043372,3.6630037,2.636,-104.000,-29.250
1785737670.060,48.0043956,3.6630037,2.636,-104.000,-22.750
1785737671.727,48.0044540,3.6630037,2.636,-104.000,-16.250
1785737673.394,48.0045124,3.6630037,2.636,-104.000,-9.750
1785737675.061,48.0045708,3.6630037,2.636,-104.000,-3.250
1785737676.728,48.0046292,3.6630037,2.636,-104.000,3.250
1785737678.395,48.0046876,3.6630037,2.636,-104.000,9.750
1785737680.062,48.0047460,3.6630037,2.636,-104.000,16.250
1785737681.729,48.0048044,3.6630037,2.636,-104.000,22.750
1785737683.396,48.0036950,3.6630909,2.378,-97.500,-100.750
1785737685.063,48.0037533,3.6630909,2.535,-97.500,-94.250
1785737686.730,48.0038117,3.6630909,2.608,-97.500,-87.750
1785737688.397,48.0038701,3.6630909,2.636,-97.500,-81.250
1785737690.064,48.0039285,3.6630909,2.636,-97.500,-74.750
1785737691.731,48.0039869,3.6630909,2.636,-97.500,-68.250
1785737693.398,48.0040453,3.6630909,2.636,-97.500,-61.750
1785737695.065,48.0041037,3.6630909,2.636,-97.500,-55.250
1785737696.732,48.0041621,3.6630909,2.636,-97.500,-48.750
1785737698.399,48.0042205,3.6630909,2.636,-97.500,-42.250
1785737700.066,48.0042789,3.6630909,2.636,-97.500,-35.750
1785737701.733,48.0043372,3.6630909,2.636,-97.500,-29.250
1785737703.400,48.0043956,3.6630909,2.636,-97.500,-22.750
1785737705.067,48.0044540,3.6630909,2.636,-97.500,-16.250
1785737706.734,48.0045124,3.6630909,2.636,-97.500,-9.750
1785737708.401,48.0045708,3.6630909,2.636,-97.500,-3.250
1785737710.068,48.0046292,3.6630909,2.636,-97.500,3.250
1785737711.735,48.0046876,3.6630909,2.636,-97.500,9.750
1785737713.402,48.0047460,3.6630909,2.636,-97.500,16.250
1785737715.069,48.0048044,3.6630909,2.636,-97.500,22.750
1785737716.736,48.0048628,3.6630909,2.636,-97.500,29.250
1785737718.403,48.0049211,3.6630909,2.492,-97.500,35.750
1785737720.070,48.0036950,3.6631782,2.544,-91.000,-100.750
1785737721.737,48.0037533,3.6631782,2.610,-91.000,-94.250
1785737723.404,48.0038117,3.6631782,2.636,-91.000,-87.750
1785737725.071,48.0038701,3.6631782,2.636,-91.000,-81.250
1785737726.738,48.0039285,3.6631782,2.636,-91.000,-74.750
1785737728.405,48.0039869,3.6631782,2.636,-91.000,-68.250
1785737730.072,48.0040453,3.6631782,2.636,-91.000,-61.750
1785737731.739,48.0041037,3.6631782,2.636,-91.000,-55.250
1785737733.406,48.0041621,3.6631782,2.636,-91.000,-48.750
1785737735.073,48.0042205,3.6631782,2.636,-91.000,-42.250
1785737736.740,48.0042789,3.6631782,2.636,-91.000,-35.750
1785737738.407,48.0043372,3.6631782,2.636,-91.000,-29.250
1785737740.074,48.0043956,3.6631782,2.636,-91.000,-22.750
1785737741.741,48.0044540,3.6631782,2.636,-91.000,-16.250
1785737743.408,48.0045124,3.6631782,2.636,-91.000,-9.750
1785737745.075,48.0045708,3.6631782,2.636,-91.000,-3.250
1785737746.742,48.0046292,3.6631782,2.636,-91.000,3.250
1785737748.409,48.0046876,3.6631782,2.636,-91.000,9.750
1785737750.076,48.0047460,3.6631782,2.636,-91.000,16.250
1785737751.743,48.0048044,3.6631782,2.636,-91.000,22.750
1785737753.410,48.0048628,3.6631782,2.636,-91.000,29.250
1785737755.077,48.0049211,3.6631782,2.636,-91.000,35.750
1785737756.744,48.0049795,3.6631782,2.613,-91.000,42.250
1785737758.411,48.0037533,3.6632655,2.636,-84.500,-94.250
1785737760.078,48.0038117,3.6632655,2.636,-84.500,-87.750
1785737761.745,48.0038701,3.6632655,2.636,-84.500,-81.250
1785737763.412,48.0039285,3.6632655,2.636,-84.500,-74.750
1785737765.079,48.0039869,3.6632655,2.636,-84.500,-68.250
1785737766.746,48.0040453,3.6632655,2.636,-84.500,-61.750
1785737768.413,48.0041037,3.6632655,2.636,-84.500,-55.250
1785737770.080,48.0041621,3.6632655,2.636,-84.500,-48.750
1785737771.747,48.0042205,3.6632655,2.636,-84.500,-42.250
1785737773.414,48.0042789,3.6632655,2.636,-84.500,-35.750
1785737775.081,48.0043372,3.6632655,2.636,-84.500,-29.250
1785737776.748,48.0043956,3.6632655,2.636,-84.500,-22.750
1785737778.415,48.0044540,3.6632655,2.636,-84.500,-16.250
1785737780.082,48.0045124,3.6632655,2.636,-84.500,-9.750
1785737781.749,48.0045708,3.6632655,2.636,-84.500,-3.250
1785737783.416,48.0046292,3.6632655,2.636,-84.500,3.250
1785737785.083,48.0046876,3.6632655,2.636,-84.500,9.750
1785737786.750,48.0047460,3.6632655,2.636,-84.500,16.250
1785737788.417,48.0048044,3.6632655,2.636,-84.500,22.750
1785737790.084,48.0048628,3.6632655,2.636,-84.500,29.250
1785737791.751,48.0049211,3.6632655,2.636,-84.500,35.750
1785737793.418,48.0049795,3.6632655,2.636,-84.500,42.250
1785737795.085,48.0050379,3.6632655,2.636,-84.500,48.750
1785737796.752,48.0037533,3.6633528,2.612,-78.000,-94.250
1785737798.419,48.0038117,3.6633528,2.609,-78.000,-87.750
1785737800.086,48.0038701,3.6633528,2.636,-78.000,-81.250
1785737801.753,48.0039285,3.6633528,2.636,-78.000,-74.750
1785737803.420,48.0039869,3.6633528,2.636,-78.000,-68.250
1785737805.087,48.0040453,3.6633528,2.636,-78.000,-61.750
1785737806.754,48.0041037,3.6633528,2.636,-78.000,-55.250
1785737808.421,48.0041621,3.6633528,2.636,-78.000,-48.750
1785737810.088,48.0042205,3.6633528,2.636,-78.000,-42.250
1785737811.755,48.0042789,3.6633528,2.636,-78.000,-35.750
1785737813.422,48.0043372,3.6633528,2.636,-78.000,-29.250
1785737815.089,48.0043956,3.6633528,2.636,-78.000,-22.750
1785737816.756,48.0044540,3.6633528,2.636,-78.000,-16.250
1785737818.423,48.0045124,3.6633528,2.636,-78.000,-9.750
1785737820.090,48.0045708,3.6633528,2.636,-78.000,-3.250
1785737821.757,48.0046292,3.6633528,2.636,-78.000,3.250
1785737823.424,48.0046876,3.6633528,2.636,-78.000,9.750
1785737825.091,48.0047460,3.6633528,2.636,-78.000,16.250
1785737826.758,48.0048044,3.6633528,2.636,-78.000,22.750
1785737828.425,48.0048628,3.6633528,2.636,-78.000,29.250
1785737830.092,48.0049211,3.6633528,2.636,-78.000,35.750
1785737831.759,48.0049795,3.6633528,2.636,-78.000,42.250
1785737833.426,48.0050379,3.6633528,2.636,-78.000,48.750
1785737835.093,48.0050963,3.6633528,2.636,-78.000,55.250
1785737836.760,48.0037533,3.6634400,2.574,-71.500,-94.250
1785737838.427,48.0038117,3.6634400,2.543,-71.500,-87.750
1785737840.094,48.0038701,3.6634400,2.598,-71.500,-81.250
1785737841.761,48.0039285,3.6634400,2.636,-71.500,-74.750
1785737843.428,48.0039869,3.6634400,2.636,-71.500,-68.250
1785737845.095,48.0040453,3.6634400,2.636,-71.500,-61.750
1785737846.762,48.0041037,3.6634400,2.636,-71.500,-55.250
1785737848.429,48.0041621,3.6634400,2.636,-71.500,-48.750
1785737850.096,48.0042205,3.6634400,2.636,-71.500,-42.250
1785737851.763,48.0042789,3.6634400,2.636,-71.500,-35.750
1785737853.430,48.0043372,3.6634400,2.636,-71.500,-29.250
1785737855.097,48.0043956,3.6634400,2.636,-71.500,-22.750
1785737856.764,48.0044540,3.6634400,2.636,-71.500,-16.250
1785737858.431,48.0045124,3.6634400,2.636,-71.500,-9.750
1785737860.098,48.0045708,3.6634400,2.636,-71.500,-3.250
1785737861.765,48.0046292,3.6634400,2.636,-71.500,3.250
1785737863.432,48.0046876,3.6634400,2.636,-71.500,9.750
1785737865.099,48.0047460,3.6634400,2.636,-71.500,16.250
1785737866.766,48.0048044,3.6634400,2.636,-71.500,22.750
1785737868.433,48.0048628,3.6634400,2.636,-71.500,29.250
1785737870.100,48.0049211,3.6634400,2.636,-71.500,35.750
1785737871.767,48.0049795,3.6634400,2.636,-71.500,42.250
1785737873.434,48.0050379,3.6634400,2.636,-71.500,48.750
1785737875.101,48.0050963,3.6634400,2.636,-71.500,55.250
1785737876.768,48.0051547,3.6634400,2.636,-71.500,61.750
1785737878.435,48.0038117,3.6635273,2.459,-65.000,-87.750
1785737880.102,48.0038701,3.6635273,2.589,-65.000,-81.250
1785737881.769,48.0039285,3.6635273,2.636,-65.000,-74.750
1785737883.436,48.0039869,3.6635273,2.636,-65.000,-68.250
1785737885.103,48.0040453,3.6635273,2.636,-65.000,-61.750
1785737886.770,48.0041037,3.6635273,2.636,-65.000,-55.250
1785737888.437,48.0041621,3.6635273,2.636,-65.000,-48.750
1785737890.104,48.0042205,3.6635273,2.636,-65.000,-42.250
1785737891.771,48.0042789,3.6635273,2.636,-65.000,-35.750
1785737893.438,48.0043372,3.6635273,2.636,-65.000,-29.250
1785737895.105,48.0043956,3.6635273,2.636,-65.000,-22.750
1785737896.772,48.0044540,3.6635273,2.636,-65.000,-16.250
1785737898.439,48.0045124,3.6635273,2.636,-65.000,-9.750
1785737900.106,48.0045708,3.6635273,2.636,-65.000,-3.250
1785737901.773,48.0046292,3.6635273,2.636,-65.000,3.250
1785737903.440,48.0046876,3.6635273,2.636,-65.000,9.750
1785737905.107,48.0047460,3.6635273,2.636,-65.000,16.250
1785737906.774,48.0048044,3.6635273,2.636,-65.000,22.750
1785737908.441,48.0048628,3.6635273,2.636,-65.000,29.250
1785737910.108,48.0049211,3.6635273,2.636,-65.000,35.750
1785737911.775,48.0049795,3.6635273,2.636,-65.000,42.250
1785737913.442,48.0050379,3.6635273,2.636,-65.000,48.750
1785737915.109,48.0050963,3.6635273,2.636,-65.000,55.250
1785737916.776,48.0051547,3.6635273,2.636,-65.000,61.750
1785737918.443,48.0052131,3.6635273,2.636,-65.000,68.250
1785737920.110,48.0038117,3.6636146,2.566,-58.500,-87.750
1785737921.777,48.0038701,3.6636146,2.549,-58.500,-81.250
1785737923.444,48.0039285,3.6636146,2.531,-58.500,-74.750
1785737925.111,48.0039869,3.6636146,2.571,-58.500,-68.250
1785737926.778,48.0040453,3.6636146,2.636,-58.500,-61.750
1785737928.445,48.0041037,3.6636146,2.636,-58.500,-55.250
1785737930.112,48.0041621,3.6636146,2.636,-58.500,-48.750
1785737931.779,48.0042205,3.6636146,2.636,-58.500,-42.250
1785737933.446,48.0042789,3.6636146,2.636,-58.500,-35.750
1785737935.113,48.0043372,3.6636146,2.636,-58.500,-29.250
1785737936.780,48.0043956,3.6636146,2.636,-58.500,-22.750
1785737938.447,48.0044540,3.6636146,2.636,-58.500,-16.250
1785737940.114,48.0045124,3.6636146,2.636,-58.500,-9.750
1785737941.781,48.0045708,3.6636146,2.636,-58.500,-3.250
1785737943.448,48.0046292,3.6636146,2.636,-58.500,3.250
1785737945.115,48.0046876,3.6636146,2.636,-58.500,9.750
1785737946.782,48.0047460,3.6636146,2.636,-58.500,16.250
1785737948.449,48.0048044,3.6636146,2.636,-58.500,22.750
1785737950.116,48.0048628,3.6636146,2.636,-58.500,29.250
1785737951.783,48.0049211,3.6636146,2.636,-58.500,35.750
1785737953.450,48.0049795,3.6636146,2.636,-58.500,42.250
1785737955.117,48.0050379,3.6636146,2.636,-58.500,48.750
1785737956.784,48.0050963,3.6636146,2.636,-58.500,55.250
1785737958.451,48.0051547,3.6636146,2.636,-58.500,61.750
1785737960.118,48.0052131,3.6636146,2.636,-58.500,68.250
1785737961.785,48.0052715,3.6636146,2.636,-58.500,74.750
1785737963.452,48.0038701,3.6637018,2.364,-52.000,-81.250
1785737965.119,48.0039285,3.6637018,2.186,-52.000,-74.750
1785737966.786,48.0039869,3.6637018,2.379,-52.000,-68.250
1785737968.453,48.0040453,3.6637018,2.571,-52.000,-61.750
1785737970.120,48.0041037,3.6637018,2.636,-52.000,-55.250
1785737971.787,48.0041621,3.6637018,2.636,-52.000,-48.750
1785737973.454,48.0042205,3.6637018,2.636,-52.000,-42.250
1785737975.121,48.0042789,3.6637018,2.636,-52.000,-35.750
1785737976.788,48.0043372,3.6637018,2.636,-52.000,-29.250
1785737978.455,48.0043956,3.6637018,2.636,-52.000,-22.750
1785737980.122,48.0044540,3.6637018,2.636,-52.000,-16.250
1785737981.789,48.0045124,3.6637018,2.636,-52.000,-9.750
1785737983.456,48.0045708,3.6637018,2.636,-52.000,-3.250
1785737985.123,48.0046292,3.6637018,2.636,-52.000,3.250
1785737986.790,48.0046876,3.6637018,2.636,-52.000,9.750
1785737988.457,48.0047460,3.6637018,2.636,-52.000,16.250
1785737990.124,48.0048044,3.6637018,2.636,-52.000,22.750
1785737991.791,48.0048628,3.6637018,2.636,-52.000,29.250
1785737993.458,48.0049211,3.6637018,2.636,-52.000,35.750
1785737995.125,48.0049795,3.6637018,2.636,-52.000,42.250
1785737996.792,48.0050379,3.6637018,2.636,-52.000,48.750
1785737998.459,48.0050963,3.6637018,2.636,-52.000,55.250
1785738000.126,48.0051547,3.6637018,2.636,-52.000,61.750
1785738001.793,48.0052131,3.6637018,2.636,-52.000,68.250
1785738003.460,48.0052715,3.6637018,2.636,-52.000,74.750
1785738005.127,48.0053299,3.6637018,2.636,-52.000,81.250
1785738006.794,48.0038701,3.6637891,2.030,-45.500,-81.250
1785738008.461,48.0039285,3.6637891,1.918,-45.500,-74.750
1785738010.128,48.0039869,3.6637891,2.063,-45.500,-68.250
1785738011.795,48.0040453,3.6637891,2.453,-45.500,-61.750
1785738013.462,48.0041037,3.6637891,2.615,-45.500,-55.250
1785738015.129,48.0041621,3.6637891,2.636,-45.500,-48.750
1785738016.796,48.0042205,3.6637891,2.636,-45.500,-42.250
1785738018.463,48.0042789,3.6637891,2.636,-45.500,-35.750
1785738020.130,48.0043372,3.6637891,2.636,-45.500,-29.250
1785738021.797,48.0043956,3.6637891,2.636,-45.500,-22.750
1785738023.464,48.0044540,3.6637891,2.636,-45.500,-16.250
1785738025.131,48.0045124,3.6637891,2.636,-45.500,-9.750
1785738026.798,48.0045708,3.6637891,2.636,-45.500,-3.250
1785738028.465,48.0046292,3.6637891,2.636,-45.500,3.250
1785738030.132,48.0046876,3.6637891,2.636,-45.500,9.750
1785738031.799,48.0047460,3.6637891,2.636,-45.500,16.250
1785738033.466,48.0048044,3.6637891,2.636,-45.500,22.750
1785738035.133,48.0048628,3.6637891,2.636,-45.500,29.250
1785738036.800,48.0049211,3.6637891,2.636,-45.500,35.750
1785738038.467,48.0049795,3.6637891,2.636,-45.500,42.250
1785738040.134,48.0050379,3.6637891,2.636,-45.500,48.750
1785738041.801,48.0050963,3.6637891,2.636,-45.500,55.250
1785738043.468,48.0051547,3.6637891,2.636,-45.500,61.750
1785738045.135,48.0052131,3.6637891,2.636,-45.500,68.250
1785738046.802,48.0052715,3.6637891,2.636,-45.500,74.750
1785738048.469,48.0053299,3.6637891,2.636,-45.500,81.250
1785738050.136,48.0053883,3.6637891,2.636,-45.500,87.750
1785738051.803,48.0039285,3.6638764,1.711,-39.000,-74.750
1785738053.470,48.0039869,3.6638764,1.833,-39.000,-68.250
1785738055.137,48.0040453,3.6638764,2.185,-39.000,-61.750
1785738056.804,48.0041037,3.6638764,2.511,-39.000,-55.250
1785738058.471,48.0041621,3.6638764,2.619,-39.000,-48.750
1785738060.138,48.0042205,3.6638764,2.636,-39.000,-42.250
1785738061.805,48.0042789,3.6638764,2.636,-39.000,-35.750
1785738063.472,48.0043372,3.6638764,2.636,-39.000,-29.250
1785738065.139,48.0043956,3.6638764,2.636,-39.000,-22.750
1785738066.806,48.0044540,3.6638764,2.636,-39.000,-16.250
1785738068.473,48.0045124,3.6638764,2.636,-39.000,-9.750
1785738070.140,48.0045708,3.6638764,2.636,-39.000,-3.250
1785738071.807,48.0046292,3.6638764,2.636,-39.000,3.250
1785738073.474,48.0046876,3.6638764,2.636,-39.000,9.750
1785738075.141,48.0047460,3.6638764,2.636,-39.000,16.250
1785738076.808,48.0048044,3.6638764,2.636,-39.000,22.750
1785738078.475,48.0048628,3.6638764,2.636,-39.000,29.250
1785738080.142,48.0049211,3.6638764,2.636,-39.000,35.750
